Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
11053,No,Air Miles,Letter,Medium,1,No,Medium,2,3,3,Yes,349.5,202,347,412,437
11054,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1170.75,865,802,1687,1329
11055,No,Cash Back,Letter,High,2,No,Medium,2,1,3,Yes,1087,1798,1186,1086,278
11056,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1408.5,1812,1760,1263,799
11057,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,830.75,317,1047,1497,462
11058,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,928.25,877,905,992,939
11059,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1090.5,1958,1175,897,332
11060,No,Points,Postcard,High,1,Yes,Low,1,1,3,Yes,867.75,853,967,961,690
11061,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1657.25,1382,1563,1830,1854
11062,Yes,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1010.75,457,1539,926,1121
11063,No,Cash Back,Letter,Low,1,Yes,Low,1,2,6,Yes,974,1699,1645,472,80
11064,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,1023.75,1574,1351,790,380
11065,No,Air Miles,Letter,Low,2,No,High,1,1,4,Yes,1033.75,1636,1179,896,424
11066,Yes,Air Miles,Letter,Medium,2,No,Medium,1,1,4,Yes,853.75,239,1693,837,646
11067,Yes,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1013,1600,1091,870,491
11068,No,Cash Back,Postcard,High,1,No,Medium,3,2,2,Yes,1060.25,1842,1589,522,288
11069,No,Air Miles,Letter,Low,1,Yes,Low,1,2,3,No,343,146,349,402,475
11070,No,Points,Postcard,Low,1,No,High,1,2,3,No,1144.5,660,861,1422,1635
11071,No,Points,Letter,Medium,1,No,Low,3,1,5,No,1376.5,1953,1732,913,908
11072,No,Cash Back,Postcard,High,1,No,High,2,1,3,Yes,781,883,616,673,952
11073,No,Points,Letter,High,3,Yes,Medium,3,1,4,Yes,644.5,541,670,553,814
11074,No,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,115,168,104,56,132
11075,No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,750.25,298,1073,1022,608
11076,No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,757,516,833,922,757
11077,No,Points,Postcard,Medium,2,No,High,3,1,4,Yes,967.5,2129,926,414,401
11078,No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,Yes,1125,1919,1466,869,246
11079,No,Points,Letter,Medium,1,No,Low,1,1,5,No,1132.75,987,767,1048,1729
11080,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1539.5,1407,1624,1606,1521
11081,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,821.25,1567,1010,647,61
11082,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,No,1160.5,266,1279,1712,1385
11083,No,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,1262.25,932,1042,1392,1683
11084,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,156.75,147,201,165,114
11085,No,Cash Back,Letter,Low,1,No,High,1,2,3,No,837.25,467,735,1152,995
11086,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,865.25,986,801,754,920
11087,No,Cash Back,Postcard,High,3,No,High,1,1,3,No,1159.75,412,1453,1704,1070
11088,No,Points,Postcard,Medium,3,No,Low,3,1,2,No,994.25,1822,1418,531,206
11089,No,Air Miles,Letter,Medium,2,No,Medium,4,2,6,Yes,1208.25,670,1240,1656,1267
11090,Yes,Points,Postcard,Low,1,No,Low,1,1,3,Yes,805.25,570,584,1141,926
11091,No,Air Miles,Letter,High,1,Yes,High,3,1,4,No,896.75,283,1268,1115,921
11092,No,Cash Back,Letter,High,2,Yes,Low,2,1,5,Yes,1358,943,1698,1959,832
11093,No,Cash Back,Postcard,Medium,1,No,Low,1,1,5,Yes,1005,1936,1024,753,307
11094,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1020.5,1223,1193,1213,453
11095,No,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,1000.75,126,1523,1612,742
11096,No,Points,Postcard,Medium,2,No,High,2,1,4,No,865.5,46,1302,1407,707
11097,No,Cash Back,Postcard,Low,1,Yes,High,2,1,3,Yes,1529,1409,1279,1792,1636
11098,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,206.5,306,263,232,25
11099,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1016,133,850,1237,1844
11100,Yes,Points,Postcard,High,1,No,Low,1,1,3,No,1207,1011,484,2268,1065
11101,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,949.5,419,1676,823,880
11102,No,Points,Letter,Low,1,Yes,High,1,2,2,No,358.25,466,456,385,126
11103,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,1119.75,850,1487,1451,691
11104,No,Points,Postcard,High,1,No,High,1,1,4,No,1139.75,598,1472,1933,556
11105,No,Cash Back,Letter,Low,1,No,Low,2,1,5,Yes,733,828,927,553,624
11106,No,Air Miles,Postcard,Medium,1,No,High,1,1,2,Yes,1243,658,1202,1397,1715
11107,No,Air Miles,Letter,High,1,Yes,Medium,2,1,5,No,1223.5,762,916,2032,1184
11108,No,Points,Letter,Medium,2,Yes,Low,1,1,3,No,176.5,387,133,154,32
11109,No,Points,Postcard,Low,1,No,Low,3,1,6,Yes,836.5,1612,1148,548,38
11110,No,Points,Postcard,Low,1,Yes,Low,2,1,4,No,1353.75,808,1685,1763,1159
11111,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,3,Yes,365.25,435,319,242,465
11112,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1100,852,1043,855,1650
11113,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1257.25,957,1196,1595,1281
11114,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,2,No,1209.5,1971,1300,840,727
11115,Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,4,No,1801.75,1812,1995,1660,1740
11116,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,3,Yes,1111.5,610,1075,2186,575
11117,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,Yes,1161.25,591,1327,1001,1726
11118,No,Points,Letter,Low,1,No,High,4,2,4,Yes,1233,457,1347,1583,1545
11119,No,Cash Back,Letter,Medium,2,Yes,High,3,1,4,Yes,254.5,49,399,224,346
11120,No,Air Miles,Postcard,High,2,No,Low,2,1,4,Yes,924.75,1248,1169,883,399
11121,No,Air Miles,Postcard,High,2,No,Medium,2,1,3,Yes,1148.75,1701,1535,609,750
11122,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,1237.5,1072,770,1497,1611
11123,No,Points,Letter,Low,1,No,Low,2,1,5,Yes,1091.5,1848,1427,871,220
11124,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,No,1093.25,593,1289,2055,436
11125,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,1248.25,579,1326,1851,1237
11126,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,5,Yes,296.75,337,238,480,132
11127,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,781.5,589,1017,996,524
11128,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,746.75,878,688,910,511
11129,No,Points,Postcard,Medium,1,No,High,2,2,6,Yes,916.5,374,467,974,1851
11130,No,Air Miles,Letter,Medium,2,No,High,2,2,3,No,1104.5,104,1334,1586,1394
11131,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,895,1828,1205,502,45
11132,No,Cash Back,Letter,Medium,1,No,Low,1,1,1,No,1361.25,2114,1619,1387,325
11133,No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,Yes,318.25,326,128,363,456
11134,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,709.5,510,883,928,517
11135,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,182,168,319,134,107
11136,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,1177.5,375,1170,1983,1182
11137,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,3,Yes,1046.5,1864,1159,713,450
11138,No,Cash Back,Postcard,Medium,2,No,High,3,1,2,Yes,1252.25,917,1550,1575,967
11139,No,Points,Postcard,Medium,1,Yes,High,3,1,6,No,1285.5,1429,1807,1447,459
11140,No,Air Miles,Letter,Low,1,No,Medium,3,2,1,No,1011.25,578,554,1253,1660
11141,No,Points,Letter,Low,1,No,High,2,1,4,Yes,918.5,151,748,1182,1593
11142,No,Cash Back,Letter,Medium,1,No,Low,3,1,3,Yes,827.75,778,844,875,814
11143,No,Points,Letter,High,2,No,High,2,1,4,No,1326.75,787,855,1561,2104
11144,No,Points,Letter,Low,1,No,Low,1,1,3,Yes,1196,600,1522,1351,1311
11145,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1430.25,498,1324,2218,1681
11146,No,Points,Letter,Low,1,No,High,2,1,3,Yes,809,658,706,911,961
11147,No,Cash Back,Postcard,Medium,2,No,Medium,2,2,5,No,857.5,563,1173,1273,421
11148,No,Air Miles,Letter,Low,2,No,Low,3,1,1,Yes,1124.25,653,918,1396,1530
11149,No,Air Miles,Postcard,High,2,No,Medium,1,1,5,No,840,1342,1048,513,457
11150,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,1093.75,1691,1438,970,276
11151,No,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,940.75,169,1013,1285,1296
11152,No,Cash Back,Letter,Medium,1,No,High,3,1,6,Yes,674.5,608,604,973,513
11153,No,Points,Postcard,Low,1,No,Medium,4,1,5,Yes,828,216,847,1599,650
11154,No,Air Miles,Letter,Medium,3,No,Medium,2,1,3,Yes,832,940,870,761,757
11155,No,Points,Letter,High,2,No,Low,1,2,3,No,969,554,715,1996,611
11156,No,Air Miles,Letter,Low,2,No,Low,2,2,5,Yes,152.75,347,32,128,104
11157,No,Points,Postcard,High,1,Yes,High,2,1,4,No,1064,1682,1247,947,380
11158,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1090.25,806,549,1840,1166
11159,No,Cash Back,Postcard,High,1,Yes,High,1,1,3,Yes,1097.5,148,1586,1170,1486
11160,No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,202.75,142,82,166,421
11161,No,Cash Back,Letter,Medium,1,No,High,4,1,4,No,308.75,155,438,166,476
11162,No,Points,Postcard,High,1,No,High,1,1,2,No,949.5,345,1626,1039,788
11163,No,Air Miles,Letter,High,2,No,Low,2,1,3,Yes,1230.75,642,914,1765,1602
11164,No,Points,Letter,Medium,1,No,High,3,2,1,Yes,793.25,989,624,922,638
11165,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1409.5,966,1385,2123,1164
11166,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,No,1183.75,1609,1734,743,649
11167,No,Cash Back,Letter,High,2,No,Low,1,1,2,Yes,843.25,1524,851,813,185
11168,No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,1012,1563,1349,902,234
11169,No,Air Miles,Postcard,Medium,1,No,High,2,2,3,Yes,1196,814,912,979,2079
11170,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,4,Yes,1178.25,1886,1454,990,383
11171,No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,310.75,449,233,374,187
11172,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,1226.25,654,1253,1628,1370
11173,No,Air Miles,Postcard,High,1,No,Low,3,1,5,No,1424.75,888,1779,1966,1066
11174,No,Points,Letter,High,1,No,High,1,1,4,Yes,1403.25,1010,1749,1437,1417
11175,No,Points,Letter,Medium,1,No,Low,1,2,4,No,1280.75,62,1800,2163,1098
11176,No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,264,297,178,319,262
11177,Yes,Air Miles,Letter,Medium,2,No,Low,2,1,5,No,168.75,86,262,220,107
11178,No,Cash Back,Letter,Low,2,No,Medium,1,1,3,Yes,1006.25,1705,1233,695,392
11179,No,Points,Letter,Low,1,No,Medium,3,2,2,Yes,1323.75,1461,1523,1339,972
11180,No,Air Miles,Letter,High,2,No,High,2,1,2,No,921.25,299,667,1089,1630
11181,No,Air Miles,Letter,Medium,2,No,High,1,1,1,Yes,1776,1956,1553,1768,1827
11182,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,766.75,766,766,571,964
11183,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,996.5,1813,1280,575,318
11184,No,Points,Postcard,High,1,No,Medium,2,1,1,Yes,1013.25,86,1608,1957,402
11185,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1017.75,683,745,914,1729
11186,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1256.5,790,1408,1823,1005
11187,No,Points,Postcard,Medium,1,Yes,Low,2,1,2,Yes,123.75,155,269,59,12
11188,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,1342.25,908,1267,1854,1340
11189,No,Air Miles,Letter,Low,1,No,High,2,2,2,No,237,61,418,135,334
11190,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,192,185,127,386,70
11191,No,Air Miles,Postcard,High,1,No,Low,1,2,4,Yes,1441.75,895,1312,2199,1361
11192,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,951,700,950,1382,772
11193,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,5,No,1269.75,1438,1103,1463,1075
11194,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1058,796,497,2247,692
11195,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,1044.5,540,1437,1396,805
11196,No,Cash Back,Letter,Medium,1,No,Medium,1,1,1,Yes,2437.5,2250,2134,2945,2421
11197,No,Air Miles,Postcard,High,2,No,High,3,2,4,Yes,1069.5,1441,1610,1000,227
11198,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,984.5,530,604,1135,1669
11199,No,Points,Postcard,Medium,1,No,High,1,2,5,No,1150.75,1804,1416,957,426
11200,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1287,1151,819,1620,1558
11201,No,Cash Back,Letter,High,1,Yes,High,3,1,4,Yes,940.5,1509,1290,743,220
11202,No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,980.25,1542,1478,567,334
11203,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1348.5,535,1252,1459,2148
11204,No,Points,Letter,Medium,1,No,High,2,2,4,No,1074.5,860,567,1139,1732
11205,No,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,772.5,234,684,819,1353
11206,No,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,1058.5,1926,1371,751,186
11207,No,Cash Back,Postcard,Low,2,No,Medium,1,2,4,Yes,174.5,212,22,23,441
11208,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,785,675,916,999,550
11209,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1028,626,1802,824,860
11210,No,Points,Postcard,High,1,No,High,3,1,2,No,1239,900,1240,1489,1327
11211,No,Air Miles,Postcard,Medium,2,No,High,1,2,3,No,187.25,245,456,2,46
11212,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,118,32,228,28,184
11213,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1549.5,1027,1259,1735,2177
11214,No,Air Miles,Postcard,High,2,No,High,1,1,1,No,807.5,857,561,985,827
11215,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,1352,578,1413,2197,1220
11216,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,288.5,417,365,126,246
11217,No,Air Miles,Letter,Low,1,No,Low,3,2,2,No,305,473,272,172,303
11218,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1885.75,1838,1843,1966,1896
11219,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,786.75,767,906,731,743
11220,No,Air Miles,Postcard,High,1,Yes,High,1,1,4,Yes,1255.75,1836,1591,810,786
11221,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,222.75,244,373,255,19
11222,No,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,776.5,992,795,736,583
11223,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1012,716,447,902,1983
11224,No,Points,Letter,Medium,1,No,Medium,3,2,4,Yes,132,30,417,39,42
11225,No,Points,Postcard,Low,2,No,High,1,1,3,Yes,1331.75,601,1569,1700,1457
11226,No,Points,Postcard,Medium,1,No,Medium,2,2,5,No,1257.5,2028,1371,1150,481
11227,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1129.25,596,1700,1319,902
11228,No,Air Miles,Postcard,High,1,No,Medium,2,2,3,No,1303,604,1214,2159,1235
11229,No,Points,Letter,High,1,Yes,High,1,2,2,No,971.5,1694,1068,785,339
11230,No,Cash Back,Letter,Medium,2,No,High,1,1,4,No,239,90,39,395,432
11231,No,Air Miles,Letter,Medium,1,No,Low,1,2,5,No,1050.25,1232,1589,1257,123
11232,No,Cash Back,Postcard,High,1,Yes,High,1,2,3,No,933.25,517,718,813,1685
11233,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1162.75,1048,780,1165,1658
11234,No,Points,Postcard,Medium,1,No,Low,1,1,6,No,341.75,294,495,451,127
11235,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,265.25,250,301,13,497
11236,No,Air Miles,Letter,Low,2,No,High,1,1,3,Yes,307.25,397,204,138,490
11237,No,Cash Back,Letter,High,1,No,Low,1,1,4,No,843.25,292,1240,830,1011
11238,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,712,720,695,794,639
11239,No,Points,Letter,Low,1,No,Medium,1,1,4,No,1222.25,1443,1679,1318,449
11240,No,Points,Letter,High,1,No,Medium,3,2,5,Yes,1513,1367,1228,2104,1353
11241,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1034.25,1647,1361,832,297
11242,No,Cash Back,Letter,High,1,No,Low,2,2,4,No,1284.25,1907,1357,1077,796
11243,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1049.5,292,1548,1216,1142
11244,No,Air Miles,Letter,Medium,2,No,Low,2,1,4,No,880,1511,1002,701,306
11245,No,Cash Back,Letter,Medium,1,No,Medium,1,2,4,No,1229.25,335,811,2266,1505
11246,No,Air Miles,Letter,Low,1,No,High,3,2,5,No,697.25,532,856,760,641
11247,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,987.5,582,722,1204,1442
11248,No,Cash Back,Postcard,Medium,2,Yes,Low,2,1,3,Yes,231.75,66,473,2,386
11249,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,1185,83,1212,1513,1932
11250,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,1408,433,1320,2078,1801
11251,No,Cash Back,Letter,Medium,1,No,Medium,1,1,2,Yes,1155.25,1461,1402,1318,440
11252,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,635.5,514,611,649,768
11253,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,939.25,1676,1486,563,32
11254,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,727.5,594,550,788,978
11255,No,Points,Letter,Low,1,No,Low,3,1,4,No,1263.5,738,1357,1749,1210
11256,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,1845.75,1888,1662,1848,1985
11257,No,Points,Letter,High,1,No,High,2,1,4,No,1140,974,753,1733,1100
11258,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,Yes,671.5,597,649,801,639
11259,Yes,Points,Letter,Medium,1,No,High,2,1,3,Yes,866,1699,1040,666,59
11260,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,274,486,354,68,188
11261,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,658.75,769,536,677,653
11262,No,Cash Back,Postcard,Medium,3,No,Medium,2,1,4,No,1012.25,1728,1050,838,433
11263,Yes,Points,Postcard,Low,1,No,Medium,1,2,4,Yes,926.5,1854,1203,536,113
11264,No,Points,Letter,High,1,Yes,Medium,2,1,3,No,789,703,971,788,694
11265,No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1061,1852,1482,757,153
11266,No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,108.75,93,10,298,34
11267,No,Points,Letter,Medium,1,No,Low,2,1,3,No,1027.25,1273,995,972,869
11268,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,978.25,452,1472,1475,514
11269,No,Points,Letter,Low,1,No,Medium,2,2,4,Yes,899.25,1699,1067,745,86
11270,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,992.25,887,768,938,1376
11271,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,930,1480,1139,472,629
11272,No,Points,Letter,High,1,No,Medium,1,1,3,No,995.75,1773,1089,947,174
11273,No,Points,Letter,High,1,No,High,4,2,4,No,1335.25,1598,1649,1356,738
11274,No,Points,Letter,Medium,2,Yes,Low,2,1,4,No,1024.25,319,1216,1479,1083
11275,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,No,879.5,61,611,814,2032
11276,No,Air Miles,Postcard,Low,1,No,High,1,2,5,Yes,1374.5,653,1331,1907,1607
11277,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1131.25,298,1070,1425,1732
11278,Yes,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,956.25,1351,869,1007,598
11279,No,Air Miles,Letter,Low,1,Yes,Medium,3,2,2,No,860.25,129,420,1349,1543
11280,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,862.25,1540,1212,561,136
11281,No,Air Miles,Letter,Low,1,No,High,1,1,1,No,1534,1150,1275,2268,1443
11282,No,Points,Postcard,Medium,1,No,High,3,3,4,No,1012.25,1857,1053,658,481
11283,No,Air Miles,Letter,High,1,No,High,1,1,2,No,1277.25,859,1450,1954,846
11284,No,Cash Back,Letter,High,1,No,Low,2,1,3,Yes,1153.5,1969,1435,731,479
11285,No,Air Miles,Postcard,High,1,No,Low,2,2,4,No,812.5,981,825,534,910
11286,No,Points,Letter,Medium,1,No,Low,1,2,3,No,900.25,1432,871,766,532
11287,No,Cash Back,Letter,Medium,1,No,Low,1,2,4,Yes,1150.75,1839,1248,1345,171
11288,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1191.25,1532,1305,1009,919
11289,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1219.5,601,862,1449,1966
11290,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,998.75,1923,1316,673,83
11291,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1000.75,258,1473,1717,555
11292,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,1219,983,1134,1980,779
11293,No,Points,Postcard,Medium,2,Yes,High,2,2,4,Yes,308.75,66,374,349,446
11294,No,Cash Back,Letter,Medium,2,No,High,2,2,6,No,1224.25,1610,1558,793,936
11295,No,Air Miles,Letter,Low,1,No,High,2,1,4,No,1252.25,933,1128,1614,1334
11296,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1204,395,744,1758,1919
11297,No,Air Miles,Postcard,Medium,1,Yes,Low,3,2,5,Yes,1168.5,2064,1689,670,251
11298,No,Points,Letter,Medium,1,No,High,2,1,4,No,1051.25,1894,1232,873,206
11299,No,Points,Letter,High,1,No,Medium,1,2,2,No,1202.75,1009,733,1800,1269
11300,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,No,983.5,218,1008,2118,590
11301,No,Air Miles,Letter,Low,2,No,High,2,2,2,Yes,999.75,1710,1218,938,133
11302,Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,No,1272,1462,1785,1013,828
11303,No,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,Yes,1113.25,1008,1019,1336,1090
11304,No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,643.75,610,503,559,903
11305,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,838.75,168,745,1055,1387
11306,No,Air Miles,Postcard,High,2,Yes,Low,1,1,5,No,1087.5,617,1330,1599,804
11307,No,Air Miles,Letter,Low,1,Yes,High,3,1,5,Yes,758.25,554,732,815,932
11308,No,Air Miles,Letter,Low,1,No,High,1,1,2,Yes,1139.25,701,593,1664,1599
11309,No,Points,Postcard,Medium,1,Yes,Medium,2,2,5,No,932,1644,1025,936,123
11310,No,Points,Postcard,High,2,No,High,1,1,5,Yes,1209.5,219,1295,1538,1786
11311,No,Points,Letter,Medium,1,No,Low,2,2,3,Yes,198.5,257,205,271,61
11312,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,1070.5,258,1395,2188,441
11313,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1231.25,907,496,1386,2136
11314,No,Cash Back,Postcard,High,1,No,Medium,3,2,4,Yes,666.25,62,525,822,1256
11315,No,Points,Postcard,Low,1,Yes,Low,2,1,3,No,1356,1447,1168,2116,693
11316,No,Cash Back,Letter,Low,1,Yes,Medium,3,1,5,Yes,1354.75,671,1583,1842,1323
11317,Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,1,Yes,773.75,792,896,687,720
11318,No,Cash Back,Letter,High,1,No,Medium,1,1,2,Yes,939,1884,1074,538,260
11319,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,358.75,468,361,186,420
11320,No,Cash Back,Postcard,High,1,No,Low,1,2,5,No,254.5,87,47,495,389
11321,No,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,1083,339,840,1690,1463
11322,No,Points,Letter,High,2,No,High,2,2,4,Yes,295.5,196,442,277,267
11323,No,Cash Back,Letter,High,1,No,High,2,2,5,No,729.75,700,898,625,696
11324,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,No,817.25,338,955,1359,617
11325,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,988,249,1560,1169,974
11326,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,1056.5,1002,476,1650,1098
11327,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,845.25,881,676,949,875
11328,No,Cash Back,Postcard,High,2,No,Medium,3,2,4,Yes,1197,195,1344,1215,2034
11329,No,Cash Back,Letter,Medium,2,No,High,2,2,1,No,1037.75,573,1730,1339,509
11330,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,1074.5,180,1448,1714,956
11331,No,Cash Back,Letter,Medium,2,No,Low,3,1,3,No,1029.25,427,418,1177,2095
11332,No,Air Miles,Letter,Low,2,No,High,1,1,4,Yes,599.5,594,641,620,543
11333,No,Air Miles,Postcard,Low,2,No,Low,1,1,5,Yes,1283,1018,865,1177,2072
11334,No,Points,Letter,High,2,No,Medium,2,1,4,Yes,871.5,1229,836,805,616
11335,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,662.75,655,616,721,659
11336,No,Points,Postcard,Low,1,No,Low,3,2,3,No,1429.25,1214,1463,1313,1727
11337,No,Air Miles,Letter,Low,1,Yes,Low,3,1,4,Yes,311,377,498,61,308
11338,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,241,346,276,167,175
11339,No,Air Miles,Postcard,Low,1,No,High,2,2,4,Yes,232.5,237,186,71,436
11340,No,Air Miles,Letter,High,1,No,High,3,1,3,No,812,894,599,802,953
